Magnitude,Type,Ingredient 1,Ingredient 2,Ingredient 3,Effects,Effect 1,Effect 2,Effect 3,Effect 4,Effect 5,MyPotionID,Can Make
102,Poison,Blue Butterfly Wing,Nightshade,Skeever Tail,2,Damage Magicka Regen,Damage Health,,,,2981,TRUE
102,Poison,Blue Butterfly Wing,Nightshade,Troll Fat,2,Damage Magicka Regen,Damage Health,,,,2986,TRUE
102,Poison,Blue Butterfly Wing,Nightshade,Void Salts,2,Damage Magicka Regen,Damage Health,,,,2987,TRUE
102,Poison,Blue Mountain Flower,Nightshade,Nirnroot,2,Damage Magicka Regen,Damage Health,,,,3765,TRUE
102,Poison,Blue Mountain Flower,Nightshade,Red Mountain Flower,2,Damage Magicka Regen,Damage Health,,,,3766,TRUE
102,Poison,Blue Mountain Flower,Nightshade,Skeever Tail,2,Damage Magicka Regen,Damage Health,,,,3769,TRUE
102,Poison,Blue Mountain Flower,Nightshade,Troll Fat,2,Damage Magicka Regen,Damage Health,,,,3772,TRUE
102,Poison,Blue Mountain Flower,Nightshade,Void Salts,2,Damage Magicka Regen,Damage Health,,,,3773,TRUE
102,Poison,Creep Cluster,Frost Mirriam,Lavender,2,Damage Stamina Regen,Ravage Magicka,,,,6386,TRUE
102,Poison,Creep Cluster,Frost Mirriam,Orange Dartwing,2,Damage Stamina Regen,Ravage Magicka,,,,6389,TRUE
102,Poison,Creep Cluster,Frost Mirriam,Rock Warbler Egg,2,Damage Stamina Regen,Weakness to Magic,,,,6395,TRUE
102,Poison,Creep Cluster,Frost Mirriam,Salt Pile,2,Damage Stamina Regen,Weakness to Magic,,,,6396,TRUE
102,Poison,Creep Cluster,Frost Mirriam,Torchbug Thorax,2,Damage Stamina Regen,Weakness to Magic,,,,6404,TRUE
102,Poison,Creep Cluster,Histcarp,Rock Warbler Egg,2,Damage Stamina Regen,Weakness to Magic,,,,6552,TRUE
102,Poison,Creep Cluster,Histcarp,Salt Pile,2,Damage Stamina Regen,Weakness to Magic,,,,6554,TRUE
102,Poison,Creep Cluster,Rock Warbler Egg,Skeever Tail,2,Weakness to Magic,Damage Stamina Regen,,,,6738,TRUE
102,Poison,Creep Cluster,Salt Pile,Skeever Tail,2,Weakness to Magic,Damage Stamina Regen,,,,6750,TRUE
102,Poison,Creep Cluster,Skeever Tail,Torchbug Thorax,2,Damage Stamina Regen,Weakness to Magic,,,,6779,TRUE
102,Poison,Creep Cluster,Skeever Tail,Troll Fat,2,Damage Stamina Regen,Damage Health,,,,6780,TRUE
102,Poison,Creep Cluster,Skeever Tail,Void Salts,2,Damage Stamina Regen,Damage Health,,,,6782,TRUE
102,Poison,Frost Mirriam,Histcarp,Lavender,2,Damage Stamina Regen,Ravage Magicka,,,,10363,TRUE
102,Poison,Frost Mirriam,Histcarp,White Cap,2,Damage Stamina Regen,Ravage Magicka,,,,10382,TRUE
102,Poison,Frost Mirriam,Lavender,Skeever Tail,2,Ravage Magicka,Damage Stamina Regen,,,,10460,TRUE
102,Poison,Frost Mirriam,Orange Dartwing,Skeever Tail,2,Ravage Magicka,Damage Stamina Regen,,,,10492,TRUE
102,Poison,Frost Mirriam,Skeever Tail,Troll Fat,2,Damage Stamina Regen,Damage Health,,,,10554,TRUE
102,Poison,Frost Mirriam,Skeever Tail,Void Salts,2,Damage Stamina Regen,Damage Health,,,,10555,TRUE
102,Poison,Frost Mirriam,Skeever Tail,White Cap,2,Damage Stamina Regen,Ravage Magicka,,,,10556,TRUE
102,Poison,Histcarp,Skeever Tail,Troll Fat,2,Damage Stamina Regen,Damage Health,,,,12800,TRUE
102,Poison,Imp Stool,Nightshade,Spider Egg,2,Damage Health,Damage Magicka Regen,,,,13427,TRUE
102,Poison,Imp Stool,Nightshade,Spriggan Sap,2,Damage Health,Damage Magicka Regen,,,,13428,TRUE
102,Poison,Nightshade,Nirnroot,Spriggan Sap,2,Damage Health,Damage Magicka Regen,,,,14441,TRUE
102,Poison,Nightshade,Red Mountain Flower,Spider Egg,2,Damage Health,Damage Magicka Regen,,,,14448,TRUE
102,Poison,Nightshade,Red Mountain Flower,Spriggan Sap,2,Damage Health,Damage Magicka Regen,,,,14449,TRUE
102,Poison,Nightshade,Skeever Tail,Spider Egg,2,Damage Health,Damage Magicka Regen,,,,14465,TRUE
102,Poison,Nightshade,Skeever Tail,Spriggan Sap,2,Damage Health,Damage Magicka Regen,,,,14466,TRUE
102,Poison,Nightshade,Spider Egg,Troll Fat,2,Damage Magicka Regen,Damage Health,,,,14475,TRUE
102,Poison,Nightshade,Spider Egg,Void Salts,2,Damage Magicka Regen,Damage Health,,,,14476,TRUE
102,Poison,Nightshade,Spriggan Sap,Troll Fat,2,Damage Magicka Regen,Damage Health,,,,14479,TRUE
102,Poison,Nightshade,Spriggan Sap,Void Salts,2,Damage Magicka Regen,Damage Health,,,,14480,TRUE
101,Mixed,Blue Butterfly Wing,Spriggan Sap,,2,Damage Magicka Regen,Fortify Enchanting,,,,3021,TRUE
101,Mixed,Blue Butterfly Wing,Glow Dust,Spriggan Sap,2,Damage Magicka Regen,Fortify Enchanting,,,,2876,TRUE
101,Mixed,Blue Butterfly Wing,Nightshade,Snowberries,2,Damage Magicka Regen,Fortify Enchanting,,,,2983,TRUE
101,Mixed,Blue Butterfly Wing,Nightshade,Spriggan Sap,2,Damage Magicka Regen,Fortify Enchanting,,,,2985,TRUE
101,Mixed,Blue Butterfly Wing,Snowberries,Spriggan Sap,2,Fortify Enchanting,Damage Magicka Regen,,,,3015,TRUE
101,Poison,Butterfly Wing,Nightshade,Spider Egg,2,Lingering Damage Stamina,Damage Magicka Regen,,,,4882,TRUE
101,Poison,Butterfly Wing,Nightshade,Spriggan Sap,2,Lingering Damage Stamina,Damage Magicka Regen,,,,4883,TRUE
100,Mixed,Creep Cluster,Histcarp,Nordic Barnacle,2,Damage Stamina Regen,Waterbreathing,,,,6544,TRUE
100,Mixed,Frost Mirriam,Histcarp,Nordic Barnacle,2,Damage Stamina Regen,Waterbreathing,,,,10366,TRUE
100,Mixed,Histcarp,Nordic Barnacle,Skeever Tail,2,Waterbreathing,Damage Stamina Regen,,,,12696,TRUE
100,Poison,Blue Butterfly Wing,Glow Dust,,1,Damage Magicka Regen,,,,,2879,TRUE
100,Poison,Blue Butterfly Wing,Nightshade,,1,Damage Magicka Regen,,,,,2989,TRUE
100,Poison,Blue Mountain Flower,Glow Dust,,1,Damage Magicka Regen,,,,,3646,TRUE
100,Poison,Blue Mountain Flower,Nightshade,,1,Damage Magicka Regen,,,,,3776,TRUE
100,Poison,Blue Mountain Flower,Spider Egg,,1,Damage Magicka Regen,,,,,3788,TRUE
100,Poison,Blue Mountain Flower,Spriggan Sap,,1,Damage Magicka Regen,,,,,3791,TRUE
100,Poison,Creep Cluster,Frost Mirriam,,1,Damage Stamina Regen,,,,,6408,TRUE
100,Poison,Creep Cluster,Histcarp,,1,Damage Stamina Regen,,,,,6565,TRUE
100,Poison,Creep Cluster,Skeever Tail,,1,Damage Stamina Regen,,,,,6785,TRUE
100,Poison,Frost Mirriam,Histcarp,,1,Damage Stamina Regen,,,,,10384,TRUE
100,Poison,Frost Mirriam,Skeever Tail,,1,Damage Stamina Regen,,,,,10557,TRUE
100,Poison,Glow Dust,Spider Egg,,1,Damage Magicka Regen,,,,,11682,TRUE
100,Poison,Glow Dust,Spriggan Sap,,1,Damage Magicka Regen,,,,,11685,TRUE
100,Poison,Histcarp,Skeever Tail,,1,Damage Stamina Regen,,,,,12804,TRUE
100,Poison,Nightshade,Spider Egg,,1,Damage Magicka Regen,,,,,14478,TRUE
100,Poison,Nightshade,Spriggan Sap,,1,Damage Magicka Regen,,,,,14482,TRUE
100,Poison,Spider Egg,Spriggan Sap,,1,Damage Magicka Regen,,,,,15270,TRUE
63,Mixed,Blue Dartwing,Butterfly Wing,Nordic Barnacle,3,Restore Health,Damage Magicka,Fortify Pickpocket,,,3067,TRUE
63,Potion,Blue Dartwing,Nordic Barnacle,Swamp Fungal Pod,3,Fortify Pickpocket,Resist Shock,Restore Health,,,3296,TRUE
63,Potion,Blue Dartwing,Orange Dartwing,Swamp Fungal Pod,3,Fortify Pickpocket,Resist Shock,Restore Health,,,3312,TRUE
62,Mixed,Blue Dartwing,Butterfly Wing,Glow Dust,3,Restore Health,Damage Magicka,Resist Shock,,,3056,TRUE
61,Mixed,Blue Dartwing,Imp Stool,Orange Dartwing,3,Restore Health,Fortify Pickpocket,Lingering Damage Health,,,3264,TRUE
61,Mixed,Blue Dartwing,Imp Stool,River Betty,2,Restore Health,Damage Health,,,,3269,TRUE
61,Potion,Blue Dartwing,Blue Mountain Flower,Bone Meal,2,Restore Health,Fortify Conjuration,,,,3022,TRUE
61,Potion,Blue Dartwing,Blue Mountain Flower,Hagraven Feathers,2,Restore Health,Fortify Conjuration,,,,3030,TRUE
61,Potion,Blue Dartwing,Blue Mountain Flower,Lavender,2,Restore Health,Fortify Conjuration,,,,3035,TRUE
60,Mixed,Blue Dartwing,Swamp Fungal Pod,Torchbug Thorax,3,Resist Shock,Restore Health,Lingering Damage Magicka,,,3386,TRUE
60,Potion,Blisterwort,Blue Dartwing,Nordic Barnacle,2,Restore Health,Fortify Pickpocket,,,,2175,TRUE
60,Potion,Blisterwort,Blue Dartwing,Orange Dartwing,2,Restore Health,Fortify Pickpocket,,,,2176,TRUE
60,Potion,Blisterwort,Blue Dartwing,Spriggan Sap,2,Restore Health,Fortify Smithing,,,,2185,TRUE
60,Potion,Blue Dartwing,Blue Mountain Flower,Nordic Barnacle,2,Restore Health,Fortify Pickpocket,,,,3038,TRUE
60,Potion,Blue Dartwing,Blue Mountain Flower,Orange Dartwing,2,Restore Health,Fortify Pickpocket,,,,3039,TRUE
60,Potion,Blue Dartwing,Butterfly Wing,Orange Dartwing,2,Restore Health,Fortify Pickpocket,,,,3068,TRUE
60,Potion,Blue Dartwing,Imp Stool,Nordic Barnacle,2,Restore Health,Fortify Pickpocket,,,,3263,TRUE
60,Potion,Blue Dartwing,Nordic Barnacle,Rock Warbler Egg,2,Fortify Pickpocket,Restore Health,,,,3294,TRUE
60,Potion,Blue Dartwing,Orange Dartwing,Rock Warbler Egg,2,Fortify Pickpocket,Restore Health,,,,3305,TRUE
59,Mixed,Blisterwort,Blue Butterfly Wing,Blue Dartwing,2,Damage Stamina,Restore Health,,,,2129,TRUE
59,Mixed,Blisterwort,Blue Dartwing,Bone Meal,2,Restore Health,Damage Stamina,,,,2159,TRUE
59,Mixed,Blisterwort,Blue Dartwing,Canis Root,2,Restore Health,Damage Stamina,,,,2160,TRUE
59,Mixed,Blisterwort,Blue Dartwing,Nirnroot,2,Restore Health,Damage Stamina,,,,2174,TRUE
59,Mixed,Blisterwort,Blue Dartwing,Rock Warbler Egg,2,Restore Health,Damage Stamina,,,,2180,TRUE
59,Mixed,Blisterwort,Blue Dartwing,Spider Egg,2,Restore Health,Damage Stamina,,,,2184,TRUE
59,Mixed,Blue Dartwing,Butterfly Wing,Hagraven Feathers,2,Restore Health,Damage Magicka,,,,3059,TRUE
59,Mixed,Blue Dartwing,Butterfly Wing,Luna Moth Wing,2,Restore Health,Damage Magicka,,,,3064,TRUE
59,Mixed,Blue Dartwing,Imp Stool,Swamp Fungal Pod,3,Restore Health,Resist Shock,Paralysis,,,3275,TRUE
59,Mixed,Blue Dartwing,Rock Warbler Egg,Spider Egg,2,Restore Health,Damage Stamina,,,,3368,TRUE
59,Mixed,Deathbell,River Betty,Scaly Pholiota,3,Damage Health,Slow,Fortify Carry Weight,,,7977,TRUE
59,Mixed,Deathbell,River Betty,Spriggan Sap,3,Damage Health,Slow,Fortify Alteration,,,7979,TRUE
59,Potion,Blue Dartwing,Swamp Fungal Pod,,2,Resist Shock,Restore Health,,,,3388,TRUE
59,Potion,Blisterwort,Blue Dartwing,Glow Dust,2,Restore Health,Resist Shock,,,,2167,TRUE
59,Potion,Blisterwort,Blue Dartwing,Snowberries,2,Restore Health,Resist Shock,,,,2183,TRUE
59,Potion,Blisterwort,Blue Dartwing,Swamp Fungal Pod,2,Restore Health,Resist Shock,,,,2186,TRUE
59,Potion,Blue Dartwing,Blue Mountain Flower,Snowberries,2,Restore Health,Resist Shock,,,,3044,TRUE
59,Potion,Blue Dartwing,Blue Mountain Flower,Swamp Fungal Pod,2,Restore Health,Resist Shock,,,,3047,TRUE
59,Potion,Blue Dartwing,Butterfly Wing,Snowberries,2,Restore Health,Resist Shock,,,,3074,TRUE
59,Potion,Blue Dartwing,Butterfly Wing,Swamp Fungal Pod,2,Restore Health,Resist Shock,,,,3075,TRUE
59,Potion,Blue Dartwing,Glow Dust,Imp Stool,2,Resist Shock,Restore Health,,,,3199,TRUE
59,Potion,Blue Dartwing,Glow Dust,Rock Warbler Egg,2,Resist Shock,Restore Health,,,,3207,TRUE
59,Potion,Blue Dartwing,Glow Dust,Swamp Fungal Pod,2,Resist Shock,Restore Health,,,,3211,TRUE
59,Potion,Blue Dartwing,Imp Stool,Snowberries,2,Restore Health,Resist Shock,,,,3274,TRUE
59,Potion,Blue Dartwing,Rock Warbler Egg,Snowberries,2,Restore Health,Resist Shock,,,,3367,TRUE
59,Potion,Blue Dartwing,Rock Warbler Egg,Swamp Fungal Pod,2,Restore Health,Resist Shock,,,,3369,TRUE
59,Potion,Blue Dartwing,Snowberries,Swamp Fungal Pod,2,Resist Shock,Restore Health,,,,3382,TRUE
58,Mixed,Blue Dartwing,Imp Stool,Nightshade,2,Restore Health,Damage Health,,,,3261,TRUE
58,Mixed,Blue Dartwing,Imp Stool,Nirnroot,2,Restore Health,Damage Health,,,,3262,TRUE
58,Mixed,Blue Dartwing,Imp Stool,Red Mountain Flower,2,Restore Health,Damage Health,,,,3268,TRUE
58,Mixed,Blue Dartwing,Imp Stool,Skeever Tail,2,Restore Health,Damage Health,,,,3270,TRUE
58,Mixed,Blue Dartwing,Imp Stool,Troll Fat,2,Restore Health,Damage Health,,,,3276,TRUE
58,Mixed,Blue Dartwing,Imp Stool,Void Salts,2,Restore Health,Damage Health,,,,3277,TRUE
58,Mixed,Blue Dartwing,Rock Warbler Egg,Salt Pile,2,Restore Health,Weakness to Magic,,,,3363,TRUE
58,Mixed,Blue Dartwing,Rock Warbler Egg,Scaly Pholiota,2,Restore Health,Weakness to Magic,,,,3364,TRUE
58,Mixed,Blue Dartwing,Rock Warbler Egg,Taproot,2,Restore Health,Weakness to Magic,,,,3370,TRUE
58,Mixed,Blue Dartwing,Rock Warbler Egg,Torchbug Thorax,2,Restore Health,Weakness to Magic,,,,3371,TRUE
57,Mixed,Blisterwort,Blue Dartwing,Fly Amanita,2,Restore Health,Frenzy,,,,2165,TRUE
57,Mixed,Blisterwort,Blue Dartwing,Hagraven Feathers,2,Restore Health,Frenzy,,,,2169,TRUE
57,Mixed,Blisterwort,Blue Dartwing,Troll Fat,2,Restore Health,Frenzy,,,,2187,TRUE
57,Mixed,Blue Dartwing,Butterfly Wing,Nightshade,2,Restore Health,Lingering Damage Stamina,,,,3066,TRUE
57,Mixed,Blue Dartwing,Imp Stool,Mora Tapinella,2,Restore Health,Lingering Damage Health,,,,3259,TRUE
57,Mixed,Blue Dartwing,Imp Stool,Slaughterfish Scales,2,Restore Health,Lingering Damage Health,,,,3272,TRUE
57,Mixed,Deathbell,Salt Pile,Taproot,3,Slow,Weakness to Magic,Regenerate Magicka,,,8001,TRUE
57,Mixed,River Betty,Salt Pile,Taproot,3,Slow,Weakness to Magic,Regenerate Magicka,,,15004,TRUE
57,Poison,Bone Meal,Deathbell,River Betty,3,Ravage Stamina,Damage Health,Slow,,,3896,TRUE
57,Poison,Deathbell,Giant Lichen,River Betty,3,Weakness to Poison,Damage Health,Slow,,,7792,TRUE
57,Poison,Deathbell,Honeycomb,River Betty,3,Ravage Stamina,Damage Health,Slow,,,7819,TRUE
57,Poison,Deathbell,River Betty,Thistle Branch,3,Damage Health,Slow,Ravage Stamina,,,7980,TRUE
57,Potion,Blue Dartwing,Butterfly Wing,Dragons Tongue,2,Restore Health,Fortify Barter,,,,3054,TRUE
57,Potion,Blue Dartwing,Butterfly Wing,Tundra Cotton,2,Restore Health,Fortify Barter,,,,3076,TRUE
56,Mixed,Creep Cluster,River Betty,Salt Pile,3,Fortify Carry Weight,Weakness to Magic,Slow,,,6722,TRUE
56,Mixed,River Betty,Salt Pile,Scaly Pholiota,3,Slow,Weakness to Magic,Fortify Carry Weight,,,14999,TRUE
56,Potion,Blisterwort,Blue Dartwing,,1,Restore Health,,,,,2188,TRUE
56,Potion,Blue Dartwing,Blue Mountain Flower,,1,Restore Health,,,,,3049,TRUE
56,Potion,Blue Dartwing,Butterfly Wing,,1,Restore Health,,,,,3077,TRUE
56,Potion,Blue Dartwing,Imp Stool,,1,Restore Health,,,,,3278,TRUE
56,Potion,Blue Dartwing,Rock Warbler Egg,,1,Restore Health,,,,,3372,TRUE
55,Poison,Deathbell,River Betty,,2,Damage Health,Slow,,,,7982,TRUE
55,Poison,Deathbell,Ectoplasm,River Betty,2,Damage Health,Slow,,,,7745,TRUE
55,Poison,Deathbell,Imp Stool,River Betty,2,Damage Health,Slow,,,,7872,TRUE
55,Poison,Deathbell,Nightshade,River Betty,2,Damage Health,Slow,,,,7924,TRUE
55,Poison,Deathbell,Nirnroot,River Betty,2,Damage Health,Slow,,,,7934,TRUE
55,Poison,Deathbell,Red Mountain Flower,River Betty,2,Damage Health,Slow,,,,7965,TRUE
55,Poison,Ectoplasm,River Betty,Salt Pile,2,Damage Health,Slow,,,,8874,TRUE
55,Poison,Imp Stool,River Betty,Salt Pile,2,Damage Health,Slow,,,,13478,TRUE
55,Poison,Nightshade,River Betty,Salt Pile,2,Damage Health,Slow,,,,14457,TRUE
55,Poison,Nirnroot,River Betty,Salt Pile,2,Damage Health,Slow,,,,14498,TRUE
55,Poison,Red Mountain Flower,River Betty,Salt Pile,2,Damage Health,Slow,,,,14952,TRUE
55,Poison,River Betty,Salt Pile,Skeever Tail,2,Slow,Damage Health,,,,15000,TRUE
55,Poison,River Betty,Salt Pile,Troll Fat,2,Slow,Damage Health,,,,15006,TRUE
55,Poison,River Betty,Salt Pile,Void Salts,2,Slow,Damage Health,,,,15007,TRUE
54,Mixed,River Betty,Salt Pile,Spriggan Sap,2,Slow,Fortify Alteration,,,,15003,TRUE
53,Poison,Deathbell,Ectoplasm,Salt Pile,2,Damage Health,Slow,,,,7747,TRUE
53,Poison,Deathbell,Imp Stool,Salt Pile,2,Damage Health,Slow,,,,7875,TRUE
53,Poison,Deathbell,Nightshade,Salt Pile,2,Damage Health,Slow,,,,7926,TRUE
53,Poison,Deathbell,Nirnroot,Salt Pile,2,Damage Health,Slow,,,,7937,TRUE
53,Poison,Deathbell,Red Mountain Flower,Salt Pile,2,Damage Health,Slow,,,,7967,TRUE
53,Poison,Deathbell,Salt Pile,Skeever Tail,2,Slow,Damage Health,,,,7998,TRUE
53,Poison,Deathbell,Salt Pile,Troll Fat,2,Slow,Damage Health,,,,8004,TRUE
53,Poison,Deathbell,Salt Pile,Void Salts,2,Slow,Damage Health,,,,8005,TRUE
52,Poison,Bone Meal,Deathbell,Salt Pile,2,Ravage Stamina,Slow,,,,3899,TRUE
52,Poison,Deathbell,Giant Lichen,Salt Pile,2,Weakness to Poison,Slow,,,,7793,TRUE
52,Poison,Deathbell,Honeycomb,Salt Pile,2,Ravage Stamina,Slow,,,,7821,TRUE
52,Poison,Deathbell,Salt Pile,Scaly Pholiota,2,Slow,Weakness to Magic,,,,7997,TRUE
52,Poison,Deathbell,Salt Pile,Thistle Branch,2,Slow,Ravage Stamina,,,,8002,TRUE
52,Poison,Deathbell,Salt Pile,Torchbug Thorax,2,Slow,Weakness to Magic,,,,8003,TRUE
52,Poison,River Betty,Salt Pile,Torchbug Thorax,2,Slow,Weakness to Magic,,,,15005,TRUE
50,Poison,Deathbell,Salt Pile,,1,Slow,,,,,8006,TRUE
50,Poison,River Betty,Salt Pile,,1,Slow,,,,,15009,TRUE
20,Mixed,Creep Cluster,Mora Tapinella,Scaly Pholiota,5,Restore Magicka,Weakness to Magic,Fortify Illusion,Regenerate Stamina,Fortify Carry Weight,6675,TRUE
18,Potion,Dragons Tongue,Fire Salts,Taproot,4,Resist Fire,Fortify Illusion,Regenerate Magicka,Restore Magicka,,8084,TRUE
17,Mixed,Elves Ear,Fire Salts,Garlic,4,Restore Magicka,Weakness to Frost,Resist Fire,Regenerate Magicka,,8926,TRUE
17,Mixed,Elves Ear,Fire Salts,Salt Pile,4,Restore Magicka,Weakness to Frost,Resist Fire,Regenerate Magicka,,8930,TRUE
17,Mixed,Elves Ear,Fire Salts,Taproot,4,Restore Magicka,Weakness to Frost,Resist Fire,Regenerate Magicka,,8932,TRUE
16,Mixed,Canis Root,Elves Ear,Fire Salts,4,Fortify Marksman,Weakness to Frost,Resist Fire,Restore Magicka,,4977,TRUE
16,Mixed,Ectoplasm,Glow Dust,Red Mountain Flower,4,Fortify Destruction,Restore Magicka,Fortify Magicka,Damage Health,,8599,TRUE
16,Mixed,Elves Ear,Fire Salts,Spider Egg,4,Restore Magicka,Weakness to Frost,Resist Fire,Fortify Marksman,,8931,TRUE
16,Mixed,Mora Tapinella,Scaly Pholiota,Taproot,4,Regenerate Stamina,Fortify Illusion,Weakness to Magic,Restore Magicka,,14273,TRUE
16,Potion,Dragons Tongue,Fly Amanita,Mora Tapinella,4,Resist Fire,Fortify Two-handed,Regenerate Stamina,Fortify Illusion,,8093,TRUE
16,Potion,Dragons Tongue,Fly Amanita,Scaly Pholiota,4,Resist Fire,Fortify Two-handed,Fortify Illusion,Regenerate Stamina,,8094,TRUE
16,Potion,Fire Salts,Garlic,Vampire Dust,3,Regenerate Magicka,Restore Magicka,Regenerate Health,,,9970,TRUE
15,Mixed,Creep Cluster,Scaly Pholiota,Taproot,4,Fortify Carry Weight,Weakness to Magic,Fortify Illusion,Restore Magicka,,6761,TRUE
15,Mixed,Ectoplasm,Nightshade,Red Mountain Flower,4,Fortify Destruction,Damage Health,Restore Magicka,Fortify Magicka,,8831,TRUE
15,Potion,Fire Salts,Mora Tapinella,Scaly Pholiota,3,Restore Magicka,Fortify Illusion,Regenerate Stamina,,,10079,TRUE
15,Potion,Fire Salts,Mora Tapinella,Taproot,3,Restore Magicka,Fortify Illusion,Regenerate Magicka,,,10083,TRUE
15,Potion,Garlic,Taproot,Vampire Dust,3,Regenerate Magicka,Restore Magicka,Regenerate Health,,,11060,TRUE
14,Mixed,Creep Cluster,Ectoplasm,River Betty,3,Restore Magicka,Damage Health,Fortify Carry Weight,,,6313,TRUE
14,Mixed,Creep Cluster,Red Mountain Flower,River Betty,3,Restore Magicka,Damage Health,Fortify Carry Weight,,,6705,TRUE
14,Mixed,Ectoplasm,Giant Lichen,Void Salts,4,Restore Magicka,Weakness to Shock,Damage Health,Fortify Magicka,,8576,TRUE
14,Mixed,Fire Salts,Garlic,White Cap,3,Regenerate Magicka,Weakness to Frost,Restore Magicka,,,9971,TRUE
14,Mixed,Fire Salts,Ice Wraith Teeth,Taproot,3,Weakness to Frost,Regenerate Magicka,Restore Magicka,,,10043,TRUE
14,Mixed,Fire Salts,Salt Pile,White Cap,3,Regenerate Magicka,Weakness to Frost,Restore Magicka,,,10139,TRUE
14,Mixed,Fire Salts,Taproot,White Cap,3,Restore Magicka,Regenerate Magicka,Weakness to Frost,,,10149,TRUE
14,Mixed,Frost Mirriam,Orange Dartwing,Purple Mountain Flower,4,Ravage Magicka,Restore Stamina,Fortify Sneak,Resist Frost,,10489,TRUE
14,Mixed,Giant Lichen,Red Mountain Flower,Void Salts,4,Restore Magicka,Weakness to Shock,Damage Health,Fortify Magicka,,11222,TRUE
14,Potion,Bone Meal,Fire Salts,Taproot,3,Resist Fire,Regenerate Magicka,Restore Magicka,,,3970,TRUE
14,Potion,Ectoplasm,Mora Tapinella,Scaly Pholiota,3,Restore Magicka,Fortify Illusion,Regenerate Stamina,,,8819,TRUE
14,Potion,Elves Ear,Mora Tapinella,Scaly Pholiota,3,Restore Magicka,Fortify Illusion,Regenerate Stamina,,,9072,TRUE
14,Potion,Fire Salts,Fly Amanita,Mora Tapinella,3,Resist Fire,Restore Magicka,Regenerate Stamina,,,9919,TRUE
14,Potion,Fire Salts,Fly Amanita,Taproot,3,Resist Fire,Regenerate Magicka,Restore Magicka,,,9924,TRUE
14,Potion,Fire Salts,Mudcrab Chitin,Taproot,3,Resist Fire,Regenerate Magicka,Restore Magicka,,,10097,TRUE
14,Potion,Fire Salts,Mudcrab Chitin,Vampire Dust,3,Resist Fire,Restore Magicka,Cure Disease,,,10101,TRUE
14,Potion,Fire Salts,Snowberries,Taproot,3,Resist Fire,Regenerate Magicka,Restore Magicka,,,10143,TRUE
14,Potion,Fly Amanita,Mora Tapinella,Taproot,3,Regenerate Stamina,Fortify Illusion,Restore Magicka,,,10196,TRUE
14,Potion,Garlic,Mudcrab Chitin,Vampire Dust,3,Resist Poison,Regenerate Health,Cure Disease,,,11021,TRUE
14,Potion,Giant Lichen,Mora Tapinella,Scaly Pholiota,3,Restore Magicka,Fortify Illusion,Regenerate Stamina,,,11173,TRUE
14,Potion,Mora Tapinella,Red Mountain Flower,Scaly Pholiota,3,Restore Magicka,Fortify Illusion,Regenerate Stamina,,,14260,TRUE
14,Potion,Mora Tapinella,Scaly Pholiota,Vampire Dust,3,Regenerate Stamina,Fortify Illusion,Restore Magicka,,,14275,TRUE
14,Potion,Mora Tapinella,Scaly Pholiota,White Cap,3,Regenerate Stamina,Fortify Illusion,Restore Magicka,,,14276,TRUE
13,Mixed,Blisterwort,Blue Mountain Flower,Bone Meal,3,Restore Health,Damage Stamina,Fortify Conjuration,,,2189,TRUE
13,Mixed,Blue Mountain Flower,Bone Meal,Rock Warbler Egg,3,Fortify Conjuration,Restore Health,Damage Stamina,,,3414,TRUE
13,Mixed,Blue Mountain Flower,Butterfly Wing,Hagraven Feathers,3,Restore Health,Damage Magicka,Fortify Conjuration,,,3432,TRUE
13,Mixed,Creep Cluster,Fire Salts,Salt Pile,3,Restore Magicka,Weakness to Magic,Regenerate Magicka,,,6367,TRUE
13,Mixed,Creep Cluster,Fire Salts,Taproot,3,Restore Magicka,Weakness to Magic,Regenerate Magicka,,,6372,TRUE
13,Mixed,Ectoplasm,Red Mountain Flower,White Cap,4,Restore Magicka,Fortify Magicka,Damage Health,Ravage Magicka,,8871,TRUE
13,Mixed,Fire Salts,Salt Pile,Taproot,3,Regenerate Magicka,Weakness to Magic,Restore Magicka,,,10136,TRUE
